id	facility_id	year	product	value_tonnes	transport_to	transport_by	export	export_to	reporting_period	source_id	comment
163	COM00199.00	2016		65000			Yes			det_2156	
164	COM00199.00	2016		655000			No			det_2156	
165	COM00199.00	2017		94000			Yes			det_2156	
166	COM00199.00	2017		635000			No			det_2156	
167	COM00199.00	2018		169000			Yes			det_1972	
168	COM00199.00	2018		581000			No			det_1972	
169	COM00199.00	2019		207000			Yes			det_1972	
170	COM00199.00	2019		488000			No			det_1972	
171	COM00204.00	2005	F.coal			Rail				det_2022	
172	COM00210.00	2002	Con.Fe	7500000	Presidente Vargas Steelworks		No			det_1693	
173	COM00210.00	2003	Con.Fe	7700000	Presidente Vargas Steelworks		No			det_1692	
174	COM00210.00	2004	Con.Fe	8199999.999999999	Presidente Vargas Steelworks		No			det_1691	
175	COM00210.00	2005	Con.Fe	7400000	Presidente Vargas Steelworks		No			det_1690	
176	COM00210.00	2006	Con.Fe	4800000	Presidente Vargas Steelworks		No			det_1689	
177	COM00210.00	2007	Con.Fe	7100000	Presidente Vargas Steelworks		No			det_1688	
178	COM00210.00	2008	Con.Fe	7700000	Presidente Vargas Steelworks		No			det_3681	
179	COM00210.00	2009	Con.Fe	6400000	Presidente Vargas Steelworks		No			det_1686	
180	COM00210.00	2010	Con.Fe		Presidente Vargas Steelworks		No			det_1685	
181	COM00210.00	2011	Con.Fe		Presidente Vargas Steelworks		No			det_1684	
182	COM00210.00	2012	Con.Fe		Presidente Vargas Steelworks		No			det_1684	
183	COM00210.00	2013	Con.Fe		Presidente Vargas Steelworks		No			det_1684	
184	COM00210.00	2014	Con.Fe		Presidente Vargas Steelworks		No			det_1683	
185	COM00210.00	2015	Con.Fe		Presidente Vargas Steelworks		No			det_1683	
186	COM00210.00	2016	Con.Fe		Presidente Vargas Steelworks		No			det_1683	
187	COM00210.00	2017	Con.Fe		Presidente Vargas Steelworks		No			det_3673	
188	COM00210.00	2018	Con.Fe		Presidente Vargas Steelworks		No			det_3673	
189	COM00210.00	2019	Con.Fe		Presidente Vargas Steelworks		No			det_3673	
190	COM00215.00		F.coc		Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port	Rail				det_1137	
191	COM00217.00	2018				Road, Air, Sea				det_1074	
192	COM00219.00	2015	Con.Fe	330000	AHMSA Monclova Steel Plant		No			det_2172	
193	COM00219.00	2016	Con.Fe	330000	AHMSA Monclova Steel Plant		No			det_1974	
194	COM00219.00	2017	Con.Fe	240000	AHMSA Monclova Steel Plant		No			det_1974	
195	COM00219.00	2018	Con.Fe	340000	AHMSA Monclova Steel Plant		No			det_1974	
196	COM00224.00	2013	Con.Pb		Karumba Port		Yes	Smelters in Europe, Australia, Asia		det_1270	
197	COM00224.00	2013	Con.Zn		Karumba Port		Yes	Smelters in Europe, Australia, Asia		det_1270	
198	COM00225.00	2019	F.sbc		Puerto Bolivar	Rail				det_1137	
199	COM00233.00	2019				Road				det_1378	
200	COM00253.00	2019				Road, Rail				det_1378	
201	COM00262.00	2019	O.Ni		Leinster	Road	No			det_1137	
202	COM00264.00	2019				Road				det_1378	
203	COM00265.00	2019	F.stc			Rail				det_2000	
204	COM00266.00	2017	F.coal			Rail				det_2026	
205	COM00274.00	2015	O.Al		Paranam	Road, Ship	No			det_1769	
206	COM00276.00	2016	Con.Cu		Collahuasi Port Terminal, Patache sector	Pipeline, Sea, Road		China, Chile, India, Japan, Brazil, South Korea, Spain, Sweden, Phillipines, Romania, Finland		det_1552	
207	COM00276.00	2016	Oth.cuca					China, South Korea, Italy		det_1552	
208	COM00280.00	2017	F.coal			Truck, Rail, Conveyor belt				det_2026	
209	COM00287.00	2019	F.coal			Rail, Export Vessel				det_2215	
210	COM00294.00				Goldstrike					det_1271	
211	COM00298.00	2019	F.lig		Coyote Station Power Plant					det_1976	
212	COM00305.00	2000	O.oxi		Toquepala	Pipeline	No			det_1423	
213	COM00305.00	2001	O.oxi		Toquepala	Pipeline	No			det_1423	
214	COM00305.00	2002	O.oxi		Toquepala	Pipeline	No			det_1422	
215	COM00305.00	2003	O.oxi		Toquepala	Pipeline	No			det_1422	
216	COM00305.00	2004	O.oxi		Toquepala	Pipeline	No			det_1422	
217	COM00305.00	2006	O.oxi		Toquepala	Pipeline	No			det_1421	
218	COM00305.00	2009	O.oxi		Toquepala	Pipeline	No			det_1387	
219	COM00305.00	2010	O.oxi		Toquepala	Pipeline	No			det_1387	
220	COM00305.00	2011	O.oxi		Toquepala	Pipeline	No			det_1420	
221	COM00305.00	2012	O.oxi		Toquepala	Pipeline	No			det_1420	
222	COM00305.00	2013	O.oxi		Toquepala	Pipeline	No			det_1420	
223	COM00305.00	2014	O.oxi		Toquepala	Pipeline	No			det_1419	
224	COM00305.00	2018	O.oxi		Toquepala	Pipeline	No			det_1323	
225	COM00305.00	2019	Con.Cu		ILO	Rail				det_1323	
226	COM00305.00	2019	O.oxi		Toquepala	Pipeline	No			det_1323	
227	COM00306.00	2002		1411000			Yes			det_2433	
228	COM00306.00	2003		1507000			Yes			det_2433	
229	COM00306.00	2004		1436000			Yes			det_2432	
230	COM00306.00	2005		1530000			Yes			det_2432	
231	COM00306.00	2006		1580000			Yes			det_2431	
232	COM00306.00	2007		1215000			Yes			det_2431	
233	COM00309.00	2019	F.coal			Blackwater rail link				det_2025	
234	COM00311.00	2008		859943			Yes		April-March	det_1855	
235	COM00311.00	2009		851866			Yes		April-March	det_1855	
236	COM00311.00	2010		702554			Yes		April-March	det_1854	
237	COM00311.00	2011		639855			Yes		April-March	det_1854	
238	COM00311.00	2012		792552			Yes		April-March	det_1854	
239	COM00311.00	2013		944117			Yes		April-March	det_1854	
240	COM00311.00	2014		1309473			Yes		April-March	det_1854	
241	COM00311.00	2015		1184595			Yes		April-March	det_1853	
242	COM00311.00	2016		1174224			Yes		April-March	det_1853	
243	COM00311.00	2017		1243103			Yes		April-March	det_1853	
244	COM00311.00	2018		1276775			Yes		April-March	det_1853	
245	COM00311.00	2019		1244256			Yes		April-March	det_1853	
246	COM00311.00	2020			Angul Aluminium Smelter	Rail	No			det_1892	
247	COM00311.00	2020			Vizag (Andhra Pradesh) port	Rail	No			det_1892	
248	COM00313.00	2019			Pantnagar		No			det_1805	
249	COM00314.00	2019				Road, Rail, conveyor				det_1768	
250	COM00314.01	2018	O.Al		Kwinana Alumina Refinery	Overland conveyor, Rail	No			det_1888	
251	COM00314.01	2018	O.Al		Pinjarra Alumina Refinery	Overland conveyor	No			det_1888	
252	COM00314.02	2018	O.Al	10000000	Wagerup Alumina Refinery	Overland conveyor	No			det_1889	
253	COM00319.00		F.coc		Hay Point port, Gladstone port, Dalrymple Bay port, Abbot Point port	Rail				det_1137	
254	COM00332.00	2018				Air, Ice road				det_1074	
255	COM00334.00	2003	F.coal			Barge				det_2024	
256	COM00336.00	2019				Rail, Lake vessels, Road				det_1606	
257	COM00341.00	2019	F.coal			Rail, Truck, Barge				det_2011	
258	COM00372.00	2019				Road, Rail				det_1378	
259	COM00378.00	2003	Con.Fe	677000	Guayacán Port	Rail	No			det_2171	
260	COM00378.00	2003	Con.Fe	168000	Guayacán Port	Rail	No			det_2171	
261	COM00378.00	2003	Con.Fe	1088000	Guayacán Port	Rail	No			det_2171	
262	COM00378.00	2004	Con.Fe	705000	Guayacán Port	Rail	No			det_2170	
263	COM00378.00	2004	Con.Fe	376000	Guayacán Port	Rail	No			det_2170	
264	COM00378.00	2004	Con.Fe	1047000	Guayacán Port	Rail	No			det_2170	
265	COM00378.00	2005	Con.Fe	650000	Guayacán Port	Rail	No			det_2166	
266	COM00378.00	2005	Con.Fe	343000	Guayacán Port	Rail	No			det_2166	
267	COM00378.00	2005	Con.Fe	903000	Guayacán Port	Rail	No			det_2166	
268	COM00378.00	2006	Con.Fe	534000	Guayacán Port	Rail	No			det_2169	
269	COM00378.00	2006	Con.Fe	241000	Guayacán Port	Rail	No			det_2169	
270	COM00378.00	2006	Con.Fe	1511000	Guayacán Port	Rail	No			det_2169	
271	COM00378.00	2007	Con.Fe	306000	Guayacán Port	Rail	No			det_2165	
272	COM00378.00	2007	Con.Fe	216000	Guayacán Port	Rail	No			det_2165	
273	COM00378.00	2007	Con.Fe	1502000	Guayacán Port	Rail	No			det_2165	
274	COM00378.00	2008	Con.Fe	171000	Guayacán Port	Rail	No			det_2168	
275	COM00378.00	2008	Con.Fe	131000	Guayacán Port	Rail	No			det_2168	
276	COM00378.00	2008	Con.Fe	1400000	Guayacán Port	Rail	No			det_2168	
277	COM00378.00	2009	Con.Fe	139000	Guayacán Port	Rail	No			det_2164	
278	COM00378.00	2009	Con.Fe	66000	Guayacán Port	Rail	No			det_2164	
279	COM00378.00	2009	Con.Fe	1594000	Guayacán Port	Rail	No			det_2164	
280	COM00378.00	2010	Con.Fe	353000	Guayacán Port	Rail	No			det_2167	
281	COM00378.00	2010	Con.Fe	52000	Guayacán Port	Rail	No			det_2167	
282	COM00378.00	2010	Con.Fe	1642000	Guayacán Port	Rail	No			det_2167	
283	COM00378.00	2011	Con.Fe	953000	Guayacán Port	Rail	No			det_2163	
284	COM00378.00	2011	Con.Fe	639000	Guayacán Port	Rail	No			det_2163	
285	COM00378.00	2011	Con.Fe	1883000	Guayacán Port	Rail	No			det_2163	
286	COM00380.00	2019	F.coal			Rail				det_2215	
287	COM00383.00	2019	Con.Fe		Lazaro Cardenas steel plant	Rail, Ship	No			det_1606	
288	COM00389.00	2012	F.coal			Truck				det_2019	
289	COM00390.00	2013	Con.Fe		Port at Escanaba, Michigan	Rail	No			det_1622	
290	COM00390.00	2014	Con.Fe		Port at Escanaba, Michigan	Rail	No			det_1619	
291	COM00390.00	2015	Con.Fe		Port at Escanaba, Michigan	Rail	No			det_1704	
292	COM00390.00	2016	Con.Fe		Port at Escanaba, Michigan	Rail	No			det_1703	
293	COM00390.00	2017	Con.Fe		Port at Escanaba, Michigan	Rail	No			det_1620	
294	COM00390.00	2018	Con.Fe		Port at Escanaba, Michigan	Rail	No			det_1702	
295	COM00390.00	2019	Con.Fe		Port at Escanaba, Michigan	Rail	No			det_1618	
296	COM00393.00		F.stc		Gladstone Power Station					det_2638	
297	COM00395.01	2002	Con.Cu		Mount Isa		No			det_3190	
298	COM00395.01	2003	Con.Cu		Mount Isa		No			det_3190	
299	COM00395.01	2004	Con.Cu		Mount Isa		No			det_3189	
300	COM00395.01	2005	Con.Cu		Mount Isa		No			det_3189	
301	COM00395.01	2006	Con.Cu		Mount Isa		No			det_3187	
302	COM00395.01	2007	Con.Cu		Mount Isa		No			det_3187	
303	COM00395.01	2008	Con.Cu		Mount Isa		No			det_1736	
304	COM00395.01	2009	Con.Cu		Mount Isa		No			det_1736	
305	COM00395.01	2010	Con.Cu		Mount Isa		No			det_1735	
306	COM00395.01	2011	Con.Cu		Mount Isa		No			det_1735	
307	COM00395.01	2012	Con.Cu		Mount Isa		No			det_1734	
308	COM00395.01	2013	Con.Cu		Mount Isa		No			det_1734	
309	COM00395.01	2014	Con.Cu		Mount Isa		No			det_1733	
310	COM00395.01	2015	Con.Cu		Mount Isa		No			det_1733	
311	COM00395.01	2016	Con.Cu		Mount Isa		No			det_1731	
312	COM00395.01	2017	Con.Cu		Mount Isa		No			det_1731	
313	COM00395.01	2018	Con.Cu		Mount Isa		No			det_1732	
314	COM00395.01	2019	Con.Cu		Mount Isa		No			det_1732	
315	COM00395.02	2002	Me.Cu		Townsville		No			det_3190	
316	COM00395.02	2003	Me.Cu		Townsville		No			det_3190	
317	COM00395.02	2004	Me.Cu		Townsville		No			det_3189	
318	COM00395.02	2005	Me.Cu		Townsville		No			det_3189	
319	COM00395.02	2006	Me.Cu		Townsville		No			det_3187	
320	COM00395.02	2007	Me.Cu		Townsville		No			det_3187	
321	COM00395.02	2008	Me.Cu		Townsville		No			det_1736	
322	COM00395.02	2009	Me.Cu		Townsville		No			det_1736	
323	COM00395.02	2010	Me.Cu		Townsville		No			det_1735	
324	COM00395.02	2011	Me.Cu		Townsville		No			det_1735	
325	COM00395.02	2012	Me.Cu		Townsville		No			det_1734	
326	COM00395.02	2013	Me.Cu		Townsville		No			det_1734	
327	COM00395.02	2014	Me.Cu		Townsville		No			det_1733	
328	COM00395.02	2015	Me.Cu		Townsville		No			det_1733	
329	COM00395.02	2016	Me.Cu		Townsville		No			det_1731	
330	COM00395.02	2017	Me.Cu		Townsville		No			det_1731	
331	COM00395.02	2018	Me.Cu		Townsville		No			det_1732	
332	COM00395.02	2019	Me.Cu		Townsville		No			det_1732	
333	COM00397.00	2018			Port at Coloso	Pipeline, Road, Rail				det_1074	
334	COM00397.00	2019	Con.Cu		Coloso port	Pipeline				det_1137	
335	COM00397.00	2019	Oth.cuca		Antofagasta port, Mejilones port	Rail				det_1137	
336	COM00399.00	2017	F.coal			Truck				det_2026	
337	COM00403.00	2012	Con.Fe	546000	Geraldton Port	Truck, Rail			July-June	det_2534	
338	COM00403.00	2012	Con.Fe	298000	Geraldton Port	Truck, Rail			July-June	det_2534	
339	COM00403.00	2013	Con.Fe	1515000	Geraldton Port	Truck, Rail			July-June	det_2533	
340	COM00403.00	2013	Con.Fe	1056000	Geraldton Port	Truck, Rail			July-June	det_2533	
341	COM00403.00	2014	Con.Fe	1643000	Geraldton Port	Truck, Rail			July-June	det_2533	
342	COM00403.00	2014	Con.Fe	1094000	Geraldton Port	Truck, Rail			July-June	det_2533	
343	COM00403.00	2015	Con.Fe	1809000	Geraldton Port	Truck, Rail			July-June	det_2532	
344	COM00403.00	2015	Con.Fe	1420000	Geraldton Port	Truck, Rail			July-June	det_2532	
345	COM00403.00	2016	Con.Fe	1985000	Geraldton Port	Truck, Rail			July-June	det_2532	
346	COM00403.00	2016	Con.Fe	1360000	Geraldton Port	Truck, Rail			July-June	det_2532	
347	COM00403.00	2017	Con.Fe	1939000	Geraldton Port	Truck, Rail			July-June	det_2531	
348	COM00403.00	2017	Con.Fe	801000	Geraldton Port	Truck, Rail			July-June	det_2531	
349	COM00403.00	2018	Con.Fe	2058000	Geraldton Port	Truck, Rail			July-June	det_2531	
350	COM00403.00	2018	Con.Fe	1582000	Geraldton Port	Truck, Rail			July-June	det_2531	
351	COM00403.00	2019	Con.Fe	1329000	Geraldton Port	Truck, Rail			July-June	det_2457	
352	COM00403.00	2019	Con.Fe	1286000	Geraldton Port	Truck, Rail			July-June	det_2457	
353	COM00403.00	2020	Con.Fe	1428000	Geraldton Port	Truck, Rail			July-June	det_2457	
354	COM00403.00	2020	Con.Fe	1148000	Geraldton Port	Truck, Rail			July-June	det_2457	
355	COM00408.00	2019	F.lig		Coal Creek Station					det_1976	
356	COM00421.00	2008	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
357	COM00421.00	2009	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
358	COM00421.00	2010	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
359	COM00421.00	2011	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
360	COM00421.00	2012	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
361	COM00421.00	2013	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
362	COM00421.00	2014	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
363	COM00421.00	2015	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
364	COM00421.00	2016	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
365	COM00421.00	2017	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
366	COM00421.00	2018	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
367	COM00421.00	2019	O.Fe		Herb Elliott Port at Port Hedland	Rail	No		July-June	det_1925	
368	COM00425.00	2019	F.coal			Rail				det_2215	
369	COM00428.00	2019	F.lig		Great Plains Synfuels Plant					det_1976	
370	COM00428.00	2019	F.lig		Antelope Valley Station					det_1976	
371	COM00428.00	2019	F.lig		Leland Olds Station					det_1976	
372	COM00445.00	2019	F.coal			Truck, Rail				det_2215	
373	COM00447.00	2019	O.Mn	344000	TEMCO	Sea	No			det_1273	
